accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
P05854	False	False	True	False	True	2	10.0996839515124	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q9QBZ7	True	False	True	False	True	3	9.964560512761455	Retroviridae	Human immunodeficiency virus type 1 group M subtype K (isolate 97ZR-EQTB11) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P03406	True	False	True	False	True	3	9.172874176863745	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q70627	True	False	True	False	True	3	9.137870027845295	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate LW123) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P04324	False	False	True	False	True	2	10.078631911710264	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate PCV12) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P04604	True	False	True	False	True	3	9.379758735097296	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate ELI) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
O12165	False	False	True	False	True	2	10.062326379740078	Retroviridae	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P03404	True	False	True	False	True	3	9.562115517469367	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q4VID0	False	False	False	False	False	0	16.340798717820352	Coronaviridae	Human coronavirus OC43 (HCoV-OC43)	Protein I (Accessory protein N2) (N internal ORF protein) (IORF) (Protein in nucleocapsid ORF)
P0DOD1	False	False	False	False	False	0	12.81583566984592	Papillomaviridae	Human papillomavirus type 63	Protein E8^E2C
O89945	True	False	True	False	True	3	9.90556318373483	Retroviridae	Human immunodeficiency virus type 1 group M subtype G (isolate SE6165) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P18801	True	False	True	False	True	3	9.58726008203558	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate NDK) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q75009	False	False	True	False	True	2	11.223920253117303	Retroviridae	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q9IDV1	False	False	True	False	True	2	10.632218095370087	Retroviridae	Human immunodeficiency virus type 1 group N (isolate YBF106) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q9Q713	False	False	True	False	True	2	9.861918125467847	Retroviridae	Human immunodeficiency virus type 1 group M subtype H (isolate VI991) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
O41804	True	False	True	False	True	3	9.671862571824812	Retroviridae	Human immunodeficiency virus type 1 group M subtype G (isolate 92NG083) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q6DP37	False	False	False	False	True	1	14.640066298434764	Orthomyxoviridae	Influenza A virus (strain A/Teal/China/2978.1/2002 H5N1 genotype W)	Non-structural protein 1 (NS1) (NS1A)
P30817	False	False	False	False	False	0	15.507257412082618	Orthoherpesviridae	Cercopithecine herpesvirus 1 (CeHV-1) (Simian herpes B virus)	Virion protein US10 homolog
O89293	False	False	True	False	True	2	10.693778623025981	Retroviridae	Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P19546	False	False	True	False	True	2	9.900816799751178	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate SF162) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P05856	True	False	True	False	True	3	9.105920571698078	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P05858	True	False	True	False	True	3	9.781084757128573	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate RF/HAT3) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P0C747	True	True	False	True	False	3	9.457366548051771	Retroviridae	Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C) (HTLV-1)	HTLV-1 basic zipper factor (HBZ)
P10381	False	True	True	True	True	4	8.289074537060548	Adenoviridae	Human adenovirus B serotype 3 (HAdV-3) (Human adenovirus 3)	Protease (EC 3.4.22.39) (Adenain) (Adenovirus protease) (AVP) (Adenovirus proteinase) (Endoprotease)
Q5TJ03	True	True	True	True	True	5	6.963698137961541	Adenoviridae	Human adenovirus D serotype 9 (HAdV-9) (Human adenovirus 9)	Protease (EC 3.4.22.39) (Adenain) (Adenovirus protease) (AVP) (Adenovirus proteinase) (Endoprotease)
Q9WF19	True	True	True	True	True	5	7.116965837538433	Adenoviridae	Human adenovirus D serotype 17 (HAdV-17) (Human adenovirus 17)	Protease (EC 3.4.22.39) (Adenain) (Adenovirus protease) (AVP) (Adenovirus proteinase) (Endoprotease)
P04603	False	False	True	False	True	2	10.012789533623685	Retroviridae	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P0C746	True	True	False	True	False	3	9.184700106157168	Retroviridae	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	HTLV-1 basic zipper factor (HBZ)
P0C745	True	True	False	True	False	3	9.055030094656946	Retroviridae	Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1)	HTLV-1 basic zipper factor (HBZ)
Q89187	True	True	False	True	True	4	8.742651198622934	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase (3-beta-HSD) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]
P0DOD4	False	False	False	False	False	0	13.043531138353476	Papillomaviridae	Human papillomavirus 65	Protein E8^E2C
A0A7H0DN82	False	True	False	True	False	2	11.120586950538696	Poxviridae	Monkeypox virus (MPXV)	Late transcription elongation factor OPG110
P0DOD0	False	False	False	False	False	0	11.827012582465986	Papillomaviridae	Human papillomavirus 4	Protein E8^E2C
Q2HRC6	True	True	True	True	True	5	5.487140032138702	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Putative Dihydrofolate reductase (EC 1.5.1.3)
P03407	True	False	True	False	True	3	8.398840853073047	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P11805	False	True	True	True	False	3	10.553666863865976	Adenoviridae	Human adenovirus F serotype 40 (HAdV-40) (Human adenovirus 40)	Protein 33K (L4-33K) (Splicing factor 33K) (Terminase, small subunit)
Q04550	True	True	True	True	False	4	8.959222938357907	Caliciviridae	Southampton virus (strain GI/Human/United Kingdom/Southampton/1991) (SHV) (Hu/NV/SHV/1991/UK)	Minor capsid protein VP2
P52471	False	False	False	False	False	0	17.27147744780988	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Protein U63
Q79671	False	False	True	False	True	2	12.028937560109297	Retroviridae	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P20886	True	False	True	False	True	3	9.243656602504974	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate OYI) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
Q9QSP2	False	False	False	False	False	0	19.272781486647368	Rhabdoviridae	Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)	Matrix protein (Phosphoprotein M2)
P68453	False	False	True	False	False	1	12.8130537654931	Poxviridae	Vaccinia virus (strain L-IVP) (VACV)	EFC-associated protein OPG053 (Protein F9)
Q00682	False	False	False	False	False	0	15.333116777986396	Sedoreoviridae	Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989) (RV-C)	Non-structural protein 5 (NSP5) (NS26)
P0DSZ3	False	False	True	False	False	1	13.106493625414885	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	EFC-associated protein OPG053 (Protein F9)
Q83885	False	False	True	True	False	2	10.008013369151325	Caliciviridae	Norovirus (strain Human/NoV/United States/Norwalk/1968/GI) (Hu/NV/NV/1968/US)	Minor capsid protein VP2
A0A7H0DN26	False	False	True	False	False	1	12.774871688203133	Poxviridae	Monkeypox virus (MPXV)	EFC-associated protein OPG053
NP_536575.1	False	False	False	False	False	0	14.046666154261535			
O91087	False	False	True	False	True	2	10.692369049124112	Retroviridae	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P04602	False	False	True	False	True	2	10.156061340136809	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate Z6) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
P0C699	False	False	False	False	False	0	12.07154495813422	Hepadnaviridae	Hepatitis B virus genotype B1 subtype adw (isolate Japan/pJDW233/1988) (HBV-B)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6H2	False	False	False	False	False	0	12.315599269490209	Hepadnaviridae	Hepatitis B virus genotype C (isolate Vietnam/3270/2000) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6I5	False	False	False	False	False	0	12.357396950406681	Hepadnaviridae	Hepatitis B virus genotype F2 subtype adw4q (isolate Senegal/9203) (HBV-F)	External core antigen (HBeAg) (Precore protein) (p25)
Q67876	False	True	False	False	True	2	11.07238182225264	Hepadnaviridae	Hepatitis B virus genotype D subtype ayw (isolate Italy/CI/1992) (HBV-D)	External core antigen (HBeAg) (Precore protein) (p25)
Q9WMB7	False	False	False	False	False	0	12.452783779580345	Hepadnaviridae	Hepatitis B virus genotype C subtype ar (isolate Japan/S-207/1988) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
O92920	False	False	False	False	False	0	13.18595438313542	Hepadnaviridae	Hepatitis B virus genotype D (isolate Germany/1-91/1991) (HBV-D)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6H5	False	False	False	False	False	0	12.008614677521315	Hepadnaviridae	Hepatitis B virus genotype C subtype adr (strain Japan/adr4/1983) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
Q05495	False	True	False	False	False	1	11.540727067736412	Hepadnaviridae	Hepatitis B virus genotype F2 (isolate Brazil/w4B) (HBV-F)	External core antigen (HBeAg) (Precore protein) (p25)
P0C573	False	True	False	False	True	2	10.813870644273818	Hepadnaviridae	Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979) (HBV-D)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6H3	False	False	False	False	True	1	11.95744119655101	Hepadnaviridae	Hepatitis B virus genotype C subtype adr (isolate Japan/Nishioka/1983) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
Q913A8	False	False	False	False	False	0	13.227570587101116	Hepadnaviridae	Hepatitis B virus genotype C subtype ayw (isolate China/Tibet127/2002) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6G9	False	True	False	False	False	1	11.689944458857353	Hepadnaviridae	Hepatitis B virus genotype B/C subtype adw (isolate Okinawa/pODW282/1998) (HBV-B)	External core antigen (HBeAg) (Precore protein) (p25)
P0C767	False	True	False	False	False	1	11.569405685159483	Hepadnaviridae	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-) (HBV-C)	External core antigen (HBeAg) (Precore protein) (p25)
P0C6I1	False	False	False	False	True	1	12.872288953554525	Hepadnaviridae	Hepatitis B virus genotype D subtype ayw (isolate Australia/AustKW/1991) (HBV-D)	External core antigen (HBeAg) (Precore protein) (p25)
Q8JMZ4	False	False	False	False	True	1	12.025000477106031	Hepadnaviridae	Hepatitis B virus genotype H subtype adw4 (isolate Nicaragua/2928Nic/1997) (HBV-H)	External core antigen (HBeAg) (Precore protein) (p25)
P0DOU5	False	True	True	True	False	3	9.427764967835127	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	mRNA-decapping protein OPG121 (EC 3.1.3.-)
P21011	False	True	True	True	False	3	9.17368020268175	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	mRNA-decapping protein OPG121 (EC 3.1.3.-)
A0A7H0DN93	False	True	True	True	False	3	9.369523308158405	Poxviridae	Monkeypox virus (MPXV)	mRNA-decapping protein OPG121
NP_536522.1	False	False	False	True	False	1	12.111505610274767			
Q77378	False	False	True	False	True	2	11.899772463281463	Retroviridae	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	Protein Nef (3'ORF) (Negative factor) (F-protein) [Cleaved into: C-terminal core protein]
A9Q1L1	False	False	False	False	False	0	14.822984429553092	Sedoreoviridae	Rotavirus X (isolate RVX/Human/Bangladesh/NADRV-B219/2002/GXP[X]) (RV ADRV-N) (Rotavirus (isolate novel adult diarrhea rotavirus-B219))	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)
Q45UF1	False	False	False	False	False	0	15.706708319188968	Sedoreoviridae	Rotavirus X (strain RVX/Human/China/NADRV-J19/1997/GXP[X]) (RV ADRV-N) (Rotavirus (isolate novel adult diarrhea rotavirus-J19))	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)
P29996	False	True	False	True	False	2	10.437214134638392	Kolmioviridae	Hepatitis delta virus genotype I (isolate D380) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M1	False	True	False	True	False	2	10.75839324370859	Kolmioviridae	Hepatitis delta virus genotype I (isolate Lebanon-1) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6L9	True	True	False	True	False	3	10.098577886880488	Kolmioviridae	Hepatitis delta virus genotype II (isolate Japanese S-1) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M3	False	True	False	True	False	2	10.426725882818154	Kolmioviridae	Hepatitis delta virus genotype III (isolate Peru-1) (HDV)	Large delta antigen (L-HDAg) (p27)
P0DOE0	False	False	False	False	False	0	13.758616124974273	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Glycoprotein Q2 (gQ2) (Glycoprotein Q-37k) (gQ-37k)
P0C6L7	False	True	False	True	False	2	10.394718875136707	Kolmioviridae	Hepatitis delta virus genotype I (isolate Japanese M-1) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M2	False	True	False	True	False	2	10.304133734159246	Kolmioviridae	Hepatitis delta virus genotype I (isolate Nauru) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M4	True	True	False	True	False	3	10.080930598828235	Kolmioviridae	Hepatitis delta virus genotype II (isolate TW2476) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M6	False	True	False	True	False	2	11.786122234068227	Kolmioviridae	Hepatitis delta virus genotype III (isolate VnzD8349) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M8	True	True	False	True	False	3	10.66796693718589	Kolmioviridae	Hepatitis delta virus genotype III (isolate VnzD8624) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M9	False	True	False	True	False	2	10.145937408480837	Kolmioviridae	Hepatitis delta virus genotype I (isolate Woodchuck) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6L5	False	True	False	True	False	2	10.669622869254201	Kolmioviridae	Hepatitis delta virus genotype I (isolate American) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6L8	False	True	False	True	False	2	11.042897013471892	Kolmioviridae	Hepatitis delta virus genotype I (isolate Japanese M-2) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M0	True	True	False	True	False	3	10.140467377479126	Kolmioviridae	Hepatitis delta virus genotype I (isolate Japanese S-2) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M7	False	True	False	True	False	2	11.318323027008342	Kolmioviridae	Hepatitis delta virus genotype III (isolate VnzD8375) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6L6	False	True	False	True	False	2	10.057608225583374	Kolmioviridae	Hepatitis delta virus genotype I (isolate Italian) (HDV)	Large delta antigen (L-HDAg) (p27)
P0C6M5	False	True	False	True	False	2	10.720561941004409	Kolmioviridae	Hepatitis delta virus genotype I (isolate US-2) (HDV)	Large delta antigen (L-HDAg) (p27)
F5HCP3	False	False	False	False	False	0	16.607679056226058	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Envelope glycoprotein UL130
P11826	True	True	True	True	True	5	7.541985935543098	Adenoviridae	Human adenovirus F serotype 41 (HAdV-41) (Human adenovirus 41)	Protease (EC 3.4.22.39) (Adenain) (Adenovirus protease) (AVP) (Adenovirus proteinase) (Endoprotease)
C5IY45	False	False	False	False	False	0	14.407623958389582	Parvoviridae	Human bocavirus 4 (HBoV4) (Human bocavirus type 4)	Non-structural protein NP-1 (NP1)
B9UYK6	False	False	False	False	False	0	14.821985759419864	Parvoviridae	Human bocavirus 2 (HBoV2) (Human bocavirus type 2)	Non-structural protein NP-1 (NP1)
P16772	False	False	False	False	False	0	16.568677906914278	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Uncharacterized protein UL130
