accession	label	split
P52473	viral	train
P52529	viral	train
P52544	viral	train
P54635	viral	train
P68457	viral	train
P89443	viral	val
P89454	viral	train
P89458	viral	train
P89466	viral	train
P89470	viral	val
Q00701	viral	test
Q04550	viral	train
Q05136	viral	test
Q05137	viral	test
Q07275	viral	train
Q07874	viral	test
Q08314	viral	test
Q09SZ8	viral	val
Q0GNN1	viral	train
Q0HD55	viral	train
Q1HVG0	viral	train
Q1HVG2	viral	val
Q1PD62	viral	train
Q2HRC6	viral	train
Q3KSS1	viral	test
Q3ZK61	viral	train
Q4JQU3	viral	val
Q4JQV9	viral	train
Q5SC46	viral	train
Q64858	viral	train
Q69016	viral	test
Q69505	viral	train
Q69554	viral	test
Q69558	viral	val
Q6SVZ0	viral	test
Q6SW14	viral	train
Q6SW31	viral	test
Q6SW34	viral	val
Q6SWA0	viral	train
Q6XDK7	viral	train
Q6XTK1	viral	train
Q74123	viral	test
Q77IX1	viral	train
Q784P6	viral	val
Q80872	viral	train
Q86195	viral	test
Q86609	viral	train
Q8B0H9	viral	val
Q8JPR0	viral	test
Q8JTH1	viral	train
Q8JTH3	viral	test
Q8QMN3	viral	train
Q90033	viral	train
Q91E96	viral	train
Q98277	viral	train
Q98300	viral	val
Q9IR52	viral	test
Q9J3N5	viral	val
Q9J3N6	viral	val
Q9J3N7	viral	test
Q9JF82	viral	train
Q9JG20	viral	train
Q9QJ23	viral	train
Q9QJ33	viral	val
Q9QJ40	viral	train
A0A7H0DN04	viral	train
A0A7H0DN23	viral	train
A0A7H0DND0	viral	val
A0A7H0DND1	viral	train
A0A7H0DNF1	viral	test
A0A7H0DNF4	viral	test
A0A7H0DNF6	viral	train
A0A7H0DNF7	viral	train
B3SRT4	viral	train
B9VXI8	viral	train
F5H8S6	viral	train
F5H9I4	viral	train
F5HD03	viral	val
F5HHT4	viral	train
O57248	viral	test
O57257	viral	val
P03516	viral	train
P0C728	viral	train
P0C734	viral	train
P0DON3	viral	train
P0DOO9	viral	test
P0DOP6	viral	train
P0DOR8	viral	train
P0DOS0	viral	train
P0DSQ7	viral	train
P0DST9	viral	val
P0DXM8	viral	train
P10188	viral	train
P16767	viral	train
P16786	viral	val
P16797	viral	train
P20969	viral	val
P21005	viral	train
P21021	viral	val
P21037	viral	test
P21052	viral	train
P21060	viral	val
P24445	viral	train
P27403	viral	test
P29891	viral	train
P29892	viral	val
P33859	viral	train
P52364	viral	train
P52441	viral	test
P68345	viral	train
P68708	viral	train
Q01346	viral	train
Q0ZME6	viral	train
Q1HVB5	viral	train
Q672I0	viral	train
Q6SWC5	viral	train
Q6SWC7	viral	test
Q77NN9	viral	train
Q7M6G6	viral	val
Q86198	viral	train
Q86199	viral	val
Q86217	viral	train
Q89181	viral	train
Q89183	viral	train
Q8AZJ5	viral	train
Q914N2	viral	train
Q993T1	viral	train
Q9DH21	viral	train
Q9DHP6	viral	train
Q9ENK7	viral	train
Q9QJ21	viral	train
Q9QJ47	viral	train
Q9QJ57	viral	test
Q9QU30	viral	val
A0A7H0DN25	viral	train
A0A7H0DN31	viral	train
A0A7H0DN34	viral	val
A0A7H0DN42	viral	train
A0A7H0DND6	viral	val
A0A7H0DND9	viral	train
A0A7H0DNF3	viral	train
F5HAM4	viral	test
F5HFJ8	viral	train
F5HI68	viral	train
O42047	viral	train
O57243	viral	train
P03263	viral	train
P06792	viral	test
P09268	viral	test
P09304	viral	train
P09705	viral	val
P09708	viral	val
P09710	viral	train
P0C713	viral	test
P0DOQ1	viral	test
P0DSS9	viral	test
P0DSU9	viral	val
P0DTO9	viral	train
P0DTP9	viral	val
P12792	viral	test
P16804	viral	train
P19740	viral	train
P21000	viral	train
P21001	viral	test
P21067	viral	test
P21074	viral	train
P24434	viral	val
P24438	viral	train
P24444	viral	test
P26552	viral	train
P29170	viral	train
P29890	viral	train
P33868	viral	train
P52363	viral	train
P52469	viral	train
P52516	viral	train
P52520	viral	train
P68465	viral	train
P68602	viral	train
Q02267	viral	train
Q1HVF8	viral	train
Q3KSS5	viral	train
Q3KST3	viral	train
Q6SW05	viral	train
Q84296	viral	train
Q86516	viral	train
Q89863	viral	test
Q8AZJ3	viral	train
Q8V7G3	viral	test
Q9J3N3	viral	train
Q9PX32	viral	train
Q9QJ10	viral	train
Q9QJ24	viral	train
Q9QJ29	viral	val
Q9QJ43	viral	train
Q9QJ54	viral	val
A0A7H0DN07	viral	train
A0A7H0DN33	viral	train
A0A7H0DN40	viral	train
A0A7H0DN47	viral	test
B3SRV0	viral	train
F5HFH0	viral	val
F5HG95	viral	val
F5HGC2	viral	test
O57167	viral	train
P03199	viral	train
P03210	viral	train
P04017	viral	train
P06426	viral	train
P09306	viral	train
P09709	viral	val
P0DOT2	viral	train
P0DXM3	viral	test
P11317	viral	test
P16723	viral	train
P16765	viral	test
P16798	viral	train
P20970	viral	train
P21036	viral	train
P21039	viral	train
P21041	viral	val
P21069	viral	train
P21602	viral	train
P24437	viral	train
P24440	viral	train
P27311	viral	train
P28281	viral	train
P33861	viral	train
P36297	viral	val
P36706	viral	train
P52443	viral	val
P52470	viral	train
P52521	viral	train
P52524	viral	train
P52527	viral	train
P68445	viral	test
P68449	viral	val
P68687	viral	val
P68709	viral	train
Q01350	viral	train
Q1HVD3	viral	train
Q2HR85	viral	train
Q3KSP3	viral	train
Q4KRW2	viral	train
Q5MQC9	viral	train
Q6SVX3	viral	val
Q6SWD3	viral	train
Q86517	viral	val
Q8V7J1	viral	train
Q9PX53	viral	val
Q9QJ25	viral	train
A0A7H0DN16	viral	test
A0A7H0DN24	viral	test
A0A7H0DN28	viral	train
A0A7H0DNG5	viral	test
A0A7H0DNG9	viral	val
B3SRX4	viral	train
F5H991	viral	train
F5HEF3	viral	val
M1L9M3	viral	train
O57249	viral	train
P09700	viral	train
P09714	viral	train
P0C710	viral	train
P0C711	viral	train
P0DOS3	viral	val
P0DSU4	viral	train
P16764	viral	test
P21017	viral	train
P21019	viral	train
P21043	viral	train
P21071	viral	test
P21084	viral	train
P21096	viral	val
P24439	viral	train
P24833	viral	train
P26551	viral	train
P27226	viral	train
P50774	viral	train
P52365	viral	val
P52471	viral	train
P52472	viral	train
P52475	viral	test
P52522	viral	train
P52534	viral	test
P89476	viral	train
Q01349	viral	test
Q2KS19	viral	train
Q3KSP4	viral	train
Q69015	viral	train
Q76QZ9	viral	test
Q89746	viral	train
Q89893	viral	train
Q8V4V4	viral	val
Q8V7G4	viral	test
Q9JFG1	viral	test
Q9QBB4	viral	train
Q9QJ18	viral	train
A0A7H0DN00	viral	train
A0A7H0DN46	viral	val
A0A7H0DNE7	viral	train
A4GZ97	viral	train
B3SRR0	viral	train
B3SRR8	viral	train
F5HHT6	viral	test
P06460	viral	train
P06496	viral	train
P09699	viral	train
P09723	viral	test
P15139	viral	train
P16754	viral	test
P16847	viral	train
P17385	viral	test
P17592	viral	train
P21020	viral	train
P21044	viral	val
P21075	viral	train
P21103	viral	val
P26553	viral	val
P28280	viral	train
P29886	viral	test
P29888	viral	train
P33794	viral	test
P33864	viral	val
P35769	viral	train
P35770	viral	train
P52442	viral	train
P52523	viral	train
P52528	viral	test
P52548	viral	train
P68443	viral	val
P87617	viral	test
Q01351	viral	train
Q1HVC3	viral	train
Q69577	viral	test
Q6SW82	viral	val
Q76QZ8	viral	train
Q89485	viral	train
Q89660	viral	train
Q8V566	viral	train
Q9DH22	viral	train
Q9DUC4	viral	train
Q9Q2P0	viral	train
Q9QJ22	viral	train
Q9QJ55	viral	train
Q9WSV8	viral	test
NP_904322.1	viral	train
NP_828860.2	viral	train
NP_828861.2	viral	train
NP_828863.1	viral	test
NP_828864.1	viral	train
NP_828865.1	viral	train
NP_828866.1	viral	train
NP_828867.1	viral	train
NP_828868.1	viral	test
NP_828869.1	viral	test
NP_828870.1	viral	train
NP_828871.1	viral	val
NP_828872.1	viral	train
NP_828873.2	viral	val
NP_828852.2	viral	train
NP_787043.1	viral	train
NP_789739.1	viral	test
NP_789740.1	viral	train
NP_705926.1	viral	val
NP_705927.1	viral	train
NP_705928.1	viral	train
NP_740435.1	viral	val
NP_740436.1	viral	train
NP_740437.1	viral	train
NP_740438.1	viral	test
NP_740439.1	viral	train
NP_740440.1	viral	train
NP_740441.2	viral	val
NP_740443.1	viral	val
NP_740444.1	viral	train
NP_597817.1	viral	val
NP_536429.1	viral	val
NP_536430.1	viral	val
NP_536431.1	viral	val
NP_536432.1	viral	train
NP_536433.1	viral	train
NP_536434.1	viral	train
NP_536436.1	viral	train
NP_536437.1	viral	train
NP_536438.1	viral	train
NP_536439.1	viral	val
NP_536441.1	viral	train
NP_536442.1	viral	train
NP_536443.1	viral	train
NP_536444.1	viral	val
NP_536445.1	viral	train
NP_536446.1	viral	test
NP_536447.1	viral	train
NP_536448.1	viral	train
NP_536449.1	viral	train
NP_536451.1	viral	train
NP_536452.1	viral	train
NP_536453.1	viral	val
NP_536454.1	viral	train
NP_536455.1	viral	train
NP_536457.1	viral	train
NP_536458.1	viral	test
NP_536459.1	viral	train
NP_536460.1	viral	train
NP_536461.1	viral	test
NP_536462.1	viral	train
NP_536464.2	viral	val
NP_536465.1	viral	train
NP_536469.1	viral	test
NP_536471.1	viral	train
NP_536472.1	viral	val
NP_536477.1	viral	train
NP_536478.1	viral	train
NP_536479.1	viral	train
NP_536480.1	viral	test
NP_536481.1	viral	val
NP_536483.1	viral	test
NP_536484.1	viral	train
NP_536485.1	viral	train
NP_536487.1	viral	test
NP_536491.1	viral	train
NP_536492.1	viral	val
NP_536494.1	viral	val
NP_536495.1	viral	val
NP_536496.1	viral	train
NP_536497.1	viral	train
NP_536498.1	viral	train
NP_536501.1	viral	train
NP_536503.1	viral	val
NP_536504.1	viral	train
NP_536506.1	viral	train
NP_536508.1	viral	train
NP_536509.1	viral	train
NP_536512.1	viral	test
NP_536514.1	viral	val
NP_536520.1	viral	val
NP_536521.1	viral	val
NP_536522.1	viral	train
NP_536523.1	viral	train
NP_536524.1	viral	train
NP_536525.1	viral	val
NP_536529.1	viral	val
NP_536530.1	viral	train
NP_536535.1	viral	train
NP_536537.1	viral	test
NP_536539.1	viral	val
NP_536542.1	viral	train
NP_536545.1	viral	train
NP_536546.1	viral	train
NP_536547.1	viral	train
NP_536548.1	viral	train
NP_536554.1	viral	train
NP_536555.1	viral	train
NP_536556.1	viral	train
NP_536557.1	viral	val
NP_536558.1	viral	test
NP_536559.1	viral	train
NP_536563.1	viral	val
NP_536564.1	viral	test
NP_536565.1	viral	val
NP_536566.1	viral	test
NP_536568.1	viral	train
NP_536569.1	viral	test
NP_536570.1	viral	val
NP_536571.1	viral	train
NP_536572.1	viral	val
NP_536573.1	viral	val
NP_536574.1	viral	train
NP_536575.1	viral	train
NP_536576.1	viral	val
NP_536577.1	viral	train
NP_536578.1	viral	train
NP_536580.1	viral	train
NP_536584.1	viral	train
NP_536585.1	viral	train
NP_536586.1	viral	train
NP_536587.1	viral	train
NP_536588.1	viral	train
NP_536589.1	viral	train
NP_536590.1	viral	train
NP_536591.1	viral	train
NP_536593.1	viral	test
NP_536595.1	viral	train
NP_536596.1	viral	test
NP_536597.1	viral	val
NP_536598.1	viral	train
NP_536599.1	viral	train
NP_536600.1	viral	val
NP_536601.1	viral	val
NP_536602.1	viral	val
NP_536603.1	viral	test
NP_536604.1	viral	val
NP_536605.1	viral	test
NP_536606.1	viral	train
NP_536607.1	viral	test
NP_536608.1	viral	test
NP_536610.1	viral	train
NP_536611.1	viral	train
NP_536612.1	viral	train
NP_536613.1	viral	train
NP_536614.1	viral	test
NP_694863.1	viral	train
NP_694864.1	viral	train
NP_694865.1	viral	val
NP_694866.1	viral	val
NP_694867.1	viral	train
NP_694868.1	viral	train
NP_579876.2	viral	train
NP_579880.1	viral	val
NP_579881.1	viral	train
NP_579883.1	viral	val
NP_579894.2	viral	train
NP_579895.1	viral	train
NP_050176.1	viral	train
NP_050178.1	viral	train
NP_050179.1	viral	val
NP_050181.1	viral	train
NP_050182.1	viral	val
NP_050183.1	viral	test
NP_050185.1	viral	train
NP_050188.1	viral	train
NP_050189.1	viral	train
NP_050190.1	viral	train
NP_050194.1	viral	val
NP_050196.1	viral	train
NP_050201.1	viral	test
NP_050202.1	viral	train
NP_050205.1	viral	val
NP_050207.1	viral	val
NP_050214.1	viral	test
NP_050236.1	viral	test
NP_050267.1	viral	train
NP_050268.1	viral	train
NP_042905.1	viral	val
NP_042907.4	viral	train
NP_042919.1	viral	val
NP_042948.1	viral	test
NP_042951.2	viral	train
NP_042969.4	viral	val
NP_042976.2	viral	train
NP_042983.4	viral	train
NP_042984.4	viral	val
NP_050257.1	viral	train
NP_050258.1	viral	train
NP_050262.1	viral	train
NP_040855.1	viral	val
NP_040856.1	viral	train
NP_040857.1	viral	test
NP_040867.1	viral	train
NP_040869.1	viral	train
NP_040870.1	viral	train
NP_040871.1	viral	test
NP_040872.1	viral	test
NP_040873.1	viral	val
NP_040874.2	viral	val
NP_040877.2	viral	val
NP_040879.1	viral	test
NP_040880.1	viral	train
NP_040881.1	viral	train
NP_040916.2	viral	train
NP_040917.2	viral	test
NP_040921.2	viral	val
NP_040932.1	viral	val
NP_040935.1	viral	val
NP_040936.1	viral	train
NP_597783.2	viral	train
NP_597784.2	viral	train
NP_040507.1	viral	train
NP_040508.1	viral	train
NP_597754.2	viral	train
NP_040125.2	viral	train
NP_040137.1	viral	train
NP_040150.2	viral	test
NP_040162.2	viral	train
NP_040178.2	viral	train
sp|Q57TJ0|CAIC_SALCH	nonviral	test
sp|P62457|HISX_NITV2	nonviral	train
sp|Q69XM7|RAN3_ORYSJ	nonviral	test
sp|B7HN16|MTNB_BACC7	nonviral	test
sp|A2WXT0|LBD6_ORYSI	nonviral	test
sp|C5DF10|AIM44_LACTC	nonviral	train
sp|Q1QCE1|URE2_PSYCK	nonviral	val
sp|P66504|RS20_LISIN	nonviral	train
sp|A5GKM1|TRPD_SYNPW	nonviral	val
sp|P30187|CML10_ARATH	nonviral	train
sp|Q3V3Q7|PACS2_MOUSE	nonviral	train
sp|Q92154|SMP_COTJA	nonviral	train
sp|B5XJL3|TGT_STRPZ	nonviral	test
sp|A0LI05|SYE_SYNFM	nonviral	train
sp|A8GYW1|COAA_SHEPA	nonviral	train
sp|Q9VVH9|SO74D_DROME	nonviral	val
sp|Q42671|G3PC_CRAPL	nonviral	train
sp|A6VL63|ATP6_ACTSZ	nonviral	train
sp|A5F6Y4|IHFB_VIBC3	nonviral	train
sp|Q1LY46|LETM1_DANRE	nonviral	test
sp|B9WE91|MTC6_CANDC	nonviral	train
sp|B2UBB3|LPXA_RALPJ	nonviral	test
sp|Q975J6|RL6_SULTO	nonviral	test
sp|A1B4L5|Y2369_PARDP	nonviral	train
sp|C0NV23|GET3_AJECG	nonviral	val
sp|A1R807|SSRP_PAEAT	nonviral	test
sp|P15151|PVR_HUMAN	nonviral	train
sp|Q8FZW3|URE22_BRUSU	nonviral	test
sp|Q5PPX5|RN170_XENLA	nonviral	train
sp|O93430|GLRA1_DANRE	nonviral	val
sp|Q4QLQ5|ISPH_HAEI8	nonviral	train
sp|A7WYX6|EFTU_STAA1	nonviral	test
sp|C1F0M8|ATPB_BACC3	nonviral	train
sp|P0A2X1|HYIN_AGRT4	nonviral	train
sp|A3M9C2|SYGB_ACIBT	nonviral	train
sp|Q46XB8|MTGA_CUPPJ	nonviral	train
sp|Q3B5L1|LSPA_CHLL3	nonviral	train
sp|P0AB53|YCHN_ECO57	nonviral	test
sp|A4VTF1|RPOZ_STRSY	nonviral	test
sp|Q9EPZ8|RN103_RAT	nonviral	train
sp|Q6ACL1|ASSY_LEIXX	nonviral	train
sp|Q9SJY7|AGP2_ARATH	nonviral	train
sp|Q4R6H1|NDUAD_MACFA	nonviral	val
sp|Q8N5K1|CISD2_HUMAN	nonviral	test
sp|B9KBJ9|RL11_THENN	nonviral	train
sp|Q2RYY4|METK_SALRD	nonviral	test
sp|Q81J26|RL18_BACCR	nonviral	val
sp|P69019|AUR25_RANAE	nonviral	train
sp|B9KNS6|BETB_CERSK	nonviral	train
sp|B8D9U3|RS19_BUCA5	nonviral	val
sp|Q8ZYF8|MOAC_PYRAE	nonviral	train
sp|Q38WK4|ATPG_LATSS	nonviral	test
sp|B9L7E1|BIOB_NAUPA	nonviral	train
sp|B9JB95|CYSN_RHIR8	nonviral	val
sp|Q7ZXS7|CXG1_XENLA	nonviral	test
sp|A8G2P1|PYRB_PROM2	nonviral	train
sp|P0DJ25|RL40_TETTS	nonviral	test
sp|E2AYH6|CAPA_CAMFO	nonviral	test
sp|Q5I0E8|KIF22_RAT	nonviral	train
sp|Q9D454|CX049_MOUSE	nonviral	train
sp|P35444|COMP_RAT	nonviral	train
sp|A9N0Q2|ERPA_SALPB	nonviral	test
sp|Q8BFQ3|GPR68_MOUSE	nonviral	train
sp|Q831W7|SYP_ENTFA	nonviral	test
sp|P29392|SPAD1_BOVIN	nonviral	train
sp|Q92KT8|SLYX_RHIME	nonviral	train
sp|Q44023|LEUC_CUPNE	nonviral	train
sp|B1Y0U3|EFP_LEPCP	nonviral	val
sp|Q49W00|PGK_STAS1	nonviral	train
sp|Q0AEV7|METK_NITEC	nonviral	test
sp|Q1QDA0|DUT_PSYCK	nonviral	test
sp|P0CM99|CWC25_CRYD3	nonviral	val
sp|Q556U5|HAP28_DICDI	nonviral	test
sp|A6QDN6|LRGA_STAAE	nonviral	train
sp|E7QDX3|TDA2_YEASZ	nonviral	val
sp|D2Y2P3|H1628_CYRHA	nonviral	train
sp|Q8EAE2|Y3964_SHEON	nonviral	train
sp|A0JYG9|LPQB_ARTS2	nonviral	train
sp|B1IZH2|HLDD_ECOLC	nonviral	train
sp|Q7VNS6|RECX_HAEDU	nonviral	train
sp|P49082|GPA1_LOTJA	nonviral	val
sp|B5EZL8|YFBV_SALA4	nonviral	train
sp|Q7XUA6|PIP23_ORYSJ	nonviral	test
sp|Q9PC58|NADA_XYLFA	nonviral	test
sp|Q9PLY0|RS17_CAMJE	nonviral	train
sp|Q9A744|AROQ_CAUVC	nonviral	train
sp|P46938|YAP1_MOUSE	nonviral	train
sp|B8EQH4|OBG_METSB	nonviral	train
sp|A0RBL6|HISZ_BACAH	nonviral	train
sp|Q4D4Y5|ECOT2_TRYCC	nonviral	val
sp|Q8Y5S8|RNZ_LISMO	nonviral	test
sp|Q8Z334|PUR2_SALTI	nonviral	train
sp|Q2RKV6|SYGA_MOOTA	nonviral	test
sp|P48458|YT91_CAEEL	nonviral	test
sp|P40635|ADW4_ALLMI	nonviral	train
sp|Q8R105|VP37C_MOUSE	nonviral	val
sp|Q87QJ9|SYC_VIBPA	nonviral	train
sp|P0DPS8|PKND_CHLTR	nonviral	train
sp|O24144|CAMT1_TOBAC	nonviral	val
sp|Q2NUB0|SERC_SODGM	nonviral	train
sp|P47585|Y343_MYCGE	nonviral	test
sp|A4WDE0|LEPA_ENT38	nonviral	test
sp|B7NKT3|NANK_ECO7I	nonviral	train
sp|Q9Z7S9|RL17_CHLPN	nonviral	train
sp|Q3AMN1|RL4_SYNSC	nonviral	test
sp|Q6B948|PSAF_GRATL	nonviral	train
sp|B8G5H0|NDK_CHLAD	nonviral	test
sp|Q9V1U5|RS17_PYRAB	nonviral	train
sp|B8ZJT5|TARI_STRPJ	nonviral	train
sp|Q8ZPM1|RSXB_SALTY	nonviral	train
sp|B6ULW6|BTDC_PAPAN	nonviral	train
sp|A2CI97|DYTN_DANRE	nonviral	test
sp|Q0CUC1|BGLG_ASPTN	nonviral	val
sp|Q7RTT5|SSX7_HUMAN	nonviral	train
sp|A9AJ43|TRPC_BURM1	nonviral	test
sp|Q90303|K1C1_CARAU	nonviral	train
sp|P19150|GBRA1_CHICK	nonviral	train
sp|Q12HV8|GPDA_SHEDO	nonviral	val
sp|B1LLT0|MNMC_ECOSM	nonviral	test
sp|Q6G0A2|THIG_BARQU	nonviral	train
sp|Q4JXD7|MSHC1_CORJK	nonviral	val
sp|A8GY33|NUOH_RICB8	nonviral	val
sp|Q8EEU5|HSCA_SHEON	nonviral	train
sp|B5EWK5|PROB_SALA4	nonviral	train
sp|Q9ZDG6|Y363_RICPR	nonviral	test
sp|P0DOV1|IFI5B_MOUSE	nonviral	train
sp|Q59592|RECA_NEIAN	nonviral	test
sp|A9NHW0|DNLJ_ACHLI	nonviral	train
sp|Q92AH6|PYRF_LISIN	nonviral	train
sp|P14867|GBRA1_HUMAN	nonviral	train
sp|P40458|ATG32_YEAST	nonviral	train
sp|P46101|DPP6_RAT	nonviral	train
sp|O31881|YOSH_BACSU	nonviral	train
sp|Q7A7S1|ESAB_STAAN	nonviral	train
sp|Q8ZWV0|PGMI_PYRAE	nonviral	test
sp|B4RC49|RS15_PHEZH	nonviral	val
sp|Q895H1|MIAB_CLOTE	nonviral	train
sp|P19152|PSBE_CYAPA	nonviral	test
sp|Q1QST2|NUOA_CHRI1	nonviral	test
sp|B6I254|EFP_ECOSE	nonviral	test
sp|Q8NEP9|ZN555_HUMAN	nonviral	train
sp|F1LKH7|PKSG2_CANSA	nonviral	train
sp|Q9LSP0|PER29_ARATH	nonviral	val
sp|P27102|TCBR_PSESQ	nonviral	train
sp|Q5E985|HYAL1_BOVIN	nonviral	test
sp|Q39K93|MURA_BURL3	nonviral	train
sp|P47076|RPC9_YEAST	nonviral	train
sp|Q47EG0|LEPA_DECAR	nonviral	test
sp|C0QTE2|TRMFO_PERMH	nonviral	train
sp|P08790|ACOX5_CANTR	nonviral	train
sp|Q1R4U5|LIGB_ECOUT	nonviral	test
sp|P14188|CNTF_RABIT	nonviral	test
sp|P69368|MDTH_ECOL6	nonviral	test
sp|B8FVF5|Y4352_DESHD	nonviral	val
sp|P09180|RL4_DROME	nonviral	train
sp|Q7WH03|RPIA_BORBR	nonviral	train
sp|B0TQH2|YIDD_SHEHH	nonviral	train
sp|A1UHV6|UPPP_MYCSK	nonviral	train
sp|Q97RS5|THIE1_STRPN	nonviral	train
sp|B0BXB4|KDSB_RICRO	nonviral	train
sp|B5E6G7|RL5_STRP4	nonviral	train
sp|P0CG30|GSTT2_HUMAN	nonviral	train
sp|A1UBY5|RPOA_MYCSK	nonviral	train
sp|Q07KP3|RL17_RHOP5	nonviral	train
sp|A0JZ88|EFTU_ARTS2	nonviral	test
sp|Q1KVT5|RR4_TETOB	nonviral	train
sp|Q32HC7|ARAG_SHIDS	nonviral	train
sp|A4XSQ1|STHA_ECTM1	nonviral	test
sp|Q9BPD1|CT0C1_CONVE	nonviral	val
sp|Q9ARF9|HPPD_PLESU	nonviral	test
sp|A0A423VWI2|CAP1_CYTCH	nonviral	train
sp|Q21CM0|MNME_RHOPB	nonviral	test
sp|A3M3S7|CSRA_ACIBT	nonviral	train
sp|Q5LHP5|KITH_BACFN	nonviral	val
sp|Q49X85|MIAB_STAS1	nonviral	train
sp|B5Z461|RSXA_ECO5E	nonviral	test
sp|P0AAT0|YBDD_ECOL6	nonviral	train
sp|A4JBL3|RUVA_BURVG	nonviral	train
sp|Q2YQ56|SYE1_BRUA2	nonviral	test
sp|Q6MAA3|MDH_PARUW	nonviral	train
sp|P61384|FLUC1_STAAN	nonviral	val
sp|Q9WVB2|TLE2_MOUSE	nonviral	test
sp|B4ENA5|XYLA_BURCJ	nonviral	train
sp|Q83N83|RECR_TROW8	nonviral	test
sp|D2H617|SIM12_AILME	nonviral	train
sp|P46382|KT3K_KLEPN	nonviral	val
sp|Q5NH32|ILVD_FRATT	nonviral	train
sp|A3DDG4|Y758_ACET2	nonviral	val
sp|A4IW08|RIMP_FRATW	nonviral	train
sp|B9IYH1|RECF_BACCQ	nonviral	val
sp|Q9FRR1|PRA1E_ARATH	nonviral	train
sp|P0C8A2|DEFA2_ORNAN	nonviral	train
sp|A9KEF0|RL19_COXBN	nonviral	val
sp|A4VM20|RL35_STUS1	nonviral	train
sp|Q042L3|ATPA_LACGA	nonviral	train
sp|Q9LU33|GLTP3_ARATH	nonviral	train
sp|Q9P126|CLC1B_HUMAN	nonviral	val
sp|Q1JHR8|RL31B_STRPD	nonviral	val
sp|A8A2C9|MENC_ECOHS	nonviral	test
sp|Q8K918|RS6_BUCAP	nonviral	train
sp|Q2GBA6|Y419_NOVAD	nonviral	train
sp|A1VUF3|HBOH_POLNA	nonviral	val
sp|Q9AKT8|NIFH1_PAEDU	nonviral	test
sp|A7MJA9|FIS_CROS8	nonviral	train
sp|P43993|Y392_HAEIN	nonviral	train
sp|P17803|IFNG_PIG	nonviral	val
sp|Q30SG0|PROA_SULDN	nonviral	train
sp|Q5E8B2|RL2_ALIF1	nonviral	test
sp|Q5WU94|MDH_LEGPL	nonviral	train
sp|Q14K36|NUOC_FRAT1	nonviral	val
sp|Q2NIF5|SYN_AYWBP	nonviral	train
sp|A1CLY7|CCSB_ASPCL	nonviral	val
sp|Q97IU5|DEOC_CLOAB	nonviral	train
sp|P47026|GWT1_YEAST	nonviral	val
sp|P37443|YCAI_ECOLI	nonviral	val
sp|P08954|PLC_BACTU	nonviral	train
sp|Q8FCY0|KEFB_ECOL6	nonviral	val
sp|P16569|PYC1_MICDP	nonviral	train
sp|Q7NAT8|SYW_MYCGA	nonviral	train
sp|Q9Y9L0|TDXH_AERPE	nonviral	train
sp|Q9XF38|PROF_PYRCO	nonviral	val
sp|Q74FM9|RECO_GEOSL	nonviral	val
sp|Q7CP92|ULAG_SALTY	nonviral	train
sp|Q3KC21|MODC_PSEPF	nonviral	train
sp|B1MLG8|PHS_MYCA9	nonviral	val
sp|Q99YP3|Y1606_STRP1	nonviral	train
sp|B8YG19|XS20E_NEOPA	nonviral	val
sp|B5F981|MTFA_SALA4	nonviral	test
sp|Q76IQ2|MPI_CANGA	nonviral	train
sp|A8FNW6|NHAA1_CAMJ8	nonviral	train
sp|P61107|RAB14_RAT	nonviral	train
sp|O16098|MAL1_DROVI	nonviral	test
sp|Q9KAC1|MUTL_HALH5	nonviral	train
sp|Q859V1|NU5C_ANTAG	nonviral	train
sp|Q03FT4|PYRH_PEDPA	nonviral	val
sp|Q5ZK47|STRAA_CHICK	nonviral	train
sp|C6DZH8|UPP_GEOSM	nonviral	test
sp|Q8CHJ1|PIGU_RAT	nonviral	train
sp|Q3A6P6|RL4_SYNC1	nonviral	train
sp|Q02RE5|PLSB_PSEAB	nonviral	train
sp|A5IVF3|FENR_STAA9	nonviral	train
sp|B7N7L9|MLTC_ECOLU	nonviral	train
sp|A0A646QV53|LECS1_MYTVI	nonviral	train
sp|Q8R537|PEX7_CRIGR	nonviral	val
sp|A1T004|MUTS_PSYIN	nonviral	train
sp|Q0BGV0|ASTD_BURCM	nonviral	train
sp|Q9UNS2|CSN3_HUMAN	nonviral	train
sp|Q9LS42|CASP_ARATH	nonviral	test
